movieId,userId,rating,original_title
351,351,5.0,Casino
311,311,2.5,Casino
308,308,4.0,Casino
306,306,4.0,Casino
294,294,3.5,Casino
282,282,5.0,Casino
253,253,4.5,Casino
210,210,4.0,Casino
187,187,4.0,Casino
182,182,5.0,Casino
170,170,2.5,Casino
168,168,3.0,Casino
166,166,4.0,Casino
165,165,3.0,Casino
146,146,3.5,Casino
125,125,4.0,Casino
117,117,4.0,Casino
67,67,3.0,Casino
49,49,3.0,Casino
43,43,3.0,Casino
36,36,3.0,Casino
15,15,2.5,Casino
13,13,3.5,Casino
8,8,2.0,Casino
293,293,5.0,Sense and Sensibility
665,665,3.0,Four Rooms
654,654,4.0,Four Rooms
650,650,3.0,Four Rooms
641,641,4.0,Four Rooms
640,640,3.0,Four Rooms
624,624,3.0,Four Rooms
621,621,4.5,Four Rooms
590,590,3.0,Four Rooms
564,564,3.0,Four Rooms
562,562,3.5,Four Rooms
548,548,3.0,Four Rooms
543,543,3.0,Four Rooms
518,518,3.0,Four Rooms
516,516,3.0,Four Rooms
514,514,1.0,Four Rooms
457,457,1.0,Four Rooms
452,452,3.0,Four Rooms
431,431,4.5,Four Rooms
389,389,4.0,Four Rooms
382,382,3.0,Four Rooms
381,381,4.0,Four Rooms
358,358,2.0,Four Rooms
345,345,2.0,Four Rooms
344,344,2.0,Four Rooms
329,329,3.0,Four Rooms
318,318,3.0,Four Rooms
313,313,3.5,Four Rooms
306,306,2.0,Four Rooms
294,294,3.5,Four Rooms
292,292,4.0,Four Rooms
284,284,4.0,Four Rooms
256,256,3.0,Four Rooms
241,241,2.0,Four Rooms
239,239,3.0,Four Rooms
235,235,4.5,Four Rooms
223,223,4.0,Four Rooms
212,212,2.5,Four Rooms
196,196,4.0,Four Rooms
182,182,4.0,Four Rooms
162,162,4.0,Four Rooms
154,154,3.0,Four Rooms
150,150,2.5,Four Rooms
140,140,4.5,Four Rooms
134,134,1.0,Four Rooms
127,127,4.0,Four Rooms
113,113,5.0,Four Rooms
111,111,3.0,Four Rooms
110,110,4.0,Four Rooms
98,98,3.0,Four Rooms
85,85,3.0,Four Rooms
70,70,5.0,Four Rooms
69,69,5.0,Four Rooms
55,55,3.0,Four Rooms
44,44,3.0,Four Rooms
18,18,3.0,Four Rooms
15,15,4.5,Four Rooms
648,648,4.0,Get Shorty
236,236,4.5,Get Shorty
157,157,4.0,Get Shorty
132,132,5.0,Get Shorty
597,597,5.0,Leaving Las Vegas
564,564,4.0,Leaving Las Vegas
547,547,3.0,Leaving Las Vegas
518,518,1.0,Leaving Las Vegas
322,322,4.0,Leaving Las Vegas
30,30,4.0,Leaving Las Vegas
19,19,3.0,Leaving Las Vegas
665,665,3.0,La Cité des Enfants Perdus
620,620,5.0,La Cité des Enfants Perdus
614,614,3.0,La Cité des Enfants Perdus
605,605,3.0,La Cité des Enfants Perdus
596,596,4.0,La Cité des Enfants Perdus
587,587,4.0,La Cité des Enfants Perdus
580,580,2.5,La Cité des Enfants Perdus
577,577,5.0,La Cité des Enfants Perdus
575,575,3.0,La Cité des Enfants Perdus
569,569,3.0,La Cité des Enfants Perdus
547,547,5.0,La Cité des Enfants Perdus
537,537,5.0,La Cité des Enfants Perdus
529,529,3.0,La Cité des Enfants Perdus
518,518,3.0,La Cité des Enfants Perdus
514,514,4.0,La Cité des Enfants Perdus
509,509,3.5,La Cité des Enfants Perdus
493,493,3.0,La Cité des Enfants Perdus
472,472,4.0,La Cité des Enfants Perdus
468,468,2.5,La Cité des Enfants Perdus
452,452,3.5,La Cité des Enfants Perdus
444,444,4.0,La Cité des Enfants Perdus
431,431,3.0,La Cité des Enfants Perdus
422,422,5.0,La Cité des Enfants Perdus
406,406,4.5,La Cité des Enfants Perdus
387,387,4.0,La Cité des Enfants Perdus
378,378,3.5,La Cité des Enfants Perdus
372,372,4.0,La Cité des Enfants Perdus
358,358,5.0,La Cité des Enfants Perdus
355,355,3.5,La Cité des Enfants Perdus
342,342,4.0,La Cité des Enfants Perdus
311,311,3.0,La Cité des Enfants Perdus
306,306,4.0,La Cité des Enfants Perdus
294,294,2.0,La Cité des Enfants Perdus
292,292,4.0,La Cité des Enfants Perdus
232,232,4.0,La Cité des Enfants Perdus
212,212,3.5,La Cité des Enfants Perdus
207,207,0.5,La Cité des Enfants Perdus
102,102,4.0,La Cité des Enfants Perdus
99,99,3.0,La Cité des Enfants Perdus
98,98,5.0,La Cité des Enfants Perdus
93,93,2.5,La Cité des Enfants Perdus
37,37,2.0,La Cité des Enfants Perdus
28,28,5.0,La Cité des Enfants Perdus
19,19,3.0,La Cité des Enfants Perdus
285,285,2.0,Twelve Monkeys
95,95,4.0,Twelve Monkeys
73,73,3.5,Twelve Monkeys
70,70,4.0,Twelve Monkeys
26,26,0.5,Twelve Monkeys
19,19,3.0,Twelve Monkeys
659,659,3.0,Dead Man Walking
182,182,3.0,Dead Man Walking
564,564,1.0,To Die For
286,286,3.0,To Die For
665,665,3.0,Mr. Holland's Opus
646,646,4.0,Mr. Holland's Opus
645,645,3.5,Mr. Holland's Opus
624,624,4.0,Mr. Holland's Opus
607,607,3.5,Mr. Holland's Opus
605,605,2.0,Mr. Holland's Opus
596,596,3.0,Mr. Holland's Opus
584,584,2.5,Mr. Holland's Opus
582,582,1.0,Mr. Holland's Opus
580,580,2.0,Mr. Holland's Opus
577,577,3.5,Mr. Holland's Opus
564,564,4.0,Mr. Holland's Opus
561,561,4.0,Mr. Holland's Opus
531,531,3.5,Mr. Holland's Opus
518,518,4.0,Mr. Holland's Opus
509,509,2.0,Mr. Holland's Opus
500,500,1.0,Mr. Holland's Opus
480,480,4.5,Mr. Holland's Opus
468,468,2.5,Mr. Holland's Opus
466,466,3.0,Mr. Holland's Opus
463,463,3.0,Mr. Holland's Opus
457,457,1.5,Mr. Holland's Opus
452,452,3.0,Mr. Holland's Opus
439,439,3.0,Mr. Holland's Opus
432,432,4.0,Mr. Holland's Opus
428,428,2.5,Mr. Holland's Opus
426,426,3.5,Mr. Holland's Opus
419,419,3.0,Mr. Holland's Opus
417,417,0.5,Mr. Holland's Opus
384,384,2.5,Mr. Holland's Opus
373,373,3.0,Mr. Holland's Opus
363,363,3.0,Mr. Holland's Opus
358,358,3.0,Mr. Holland's Opus
353,353,1.0,Mr. Holland's Opus
346,346,3.0,Mr. Holland's Opus
328,328,3.5,Mr. Holland's Opus
323,323,3.5,Mr. Holland's Opus
311,311,3.5,Mr. Holland's Opus
306,306,2.0,Mr. Holland's Opus
303,303,3.0,Mr. Holland's Opus
294,294,4.0,Mr. Holland's Opus
285,285,2.0,Mr. Holland's Opus
274,274,3.0,Mr. Holland's Opus
268,268,3.0,Mr. Holland's Opus
248,248,3.0,Mr. Holland's Opus
247,247,3.0,Mr. Holland's Opus
245,245,3.0,Mr. Holland's Opus
232,232,4.0,Mr. Holland's Opus
220,220,1.0,Mr. Holland's Opus
213,213,3.0,Mr. Holland's Opus
212,212,2.5,Mr. Holland's Opus
206,206,3.0,Mr. Holland's Opus
195,195,2.0,Mr. Holland's Opus
185,185,3.0,Mr. Holland's Opus
177,177,3.0,Mr. Holland's Opus
176,176,1.5,Mr. Holland's Opus
165,165,3.0,Mr. Holland's Opus
157,157,3.0,Mr. Holland's Opus
150,150,1.0,Mr. Holland's Opus
143,143,1.0,Mr. Holland's Opus
137,137,2.0,Mr. Holland's Opus
134,134,3.0,Mr. Holland's Opus
130,130,3.0,Mr. Holland's Opus
119,119,2.0,Mr. Holland's Opus
118,118,4.0,Mr. Holland's Opus
88,88,3.0,Mr. Holland's Opus
77,77,2.5,Mr. Holland's Opus
73,73,3.5,Mr. Holland's Opus
69,69,2.5,Mr. Holland's Opus
61,61,2.5,Mr. Holland's Opus
57,57,3.0,Mr. Holland's Opus
49,49,2.0,Mr. Holland's Opus
43,43,2.0,Mr. Holland's Opus
30,30,1.0,Mr. Holland's Opus
15,15,2.0,Mr. Holland's Opus
4,4,3.0,Mr. Holland's Opus
609,609,1.0,Gazon maudit
452,452,2.0,Gazon maudit
105,105,3.0,Gazon maudit
30,30,4.0,Gazon maudit
436,436,2.0,From Dusk Till Dawn
659,659,2.0,Antonia
646,646,2.0,Antonia
624,624,1.5,Antonia
580,580,2.5,Antonia
564,564,4.0,Antonia
551,551,4.0,Antonia
543,543,3.0,Antonia
514,514,1.0,Antonia
507,507,3.0,Antonia
488,488,4.5,Antonia
468,468,2.5,Antonia
463,463,2.0,Antonia
396,396,4.0,Antonia
390,390,1.0,Antonia
384,384,1.5,Antonia
380,380,2.0,Antonia
349,349,3.0,Antonia
311,311,0.5,Antonia
177,177,2.0,Antonia
119,119,3.0,Antonia
75,75,1.0,Antonia
73,73,2.5,Antonia
70,70,4.0,Antonia
19,19,2.0,Antonia
18,18,1.0,Antonia
624,624,1.0,Angels and Insects
4,4,5.0,Nick of Time
534,534,4.0,Unforgettable
518,518,4.0,Unforgettable
493,493,3.0,Unforgettable
452,452,3.0,Unforgettable
294,294,3.0,Unforgettable
653,653,3.0,The Bridges of Madison County
624,624,2.0,The Bridges of Madison County
534,534,2.0,The Bridges of Madison County
453,453,3.0,The Bridges of Madison County
239,239,2.0,The Bridges of Madison County
182,182,4.0,The Bridges of Madison County
119,119,2.0,The Bridges of Madison County
105,105,2.5,The Bridges of Madison County
85,85,1.0,The Bridges of Madison County
49,49,3.0,The Bridges of Madison County
564,564,5.0,Taxi Driver
434,434,3.0,Taxi Driver
284,284,4.0,Taxi Driver
224,224,4.0,Taxi Driver
529,529,4.0,Flirting with Disaster
563,563,1.5,The NeverEnding Story III
73,73,2.0,The NeverEnding Story III
321,321,4.0,Apollo 13
86,86,3.0,Apollo 13
518,518,3.0,Batman Forever
468,468,2.0,Batman Forever
358,358,2.0,Batman Forever
311,311,1.5,Batman Forever
306,306,3.0,Batman Forever
247,247,3.0,Batman Forever
219,219,3.0,Batman Forever
625,625,3.5,Beyond Rangoon
585,585,3.0,Beyond Rangoon
569,569,4.0,Beyond Rangoon
564,564,3.0,Beyond Rangoon
431,431,3.0,Beyond Rangoon
408,408,5.0,Beyond Rangoon
407,407,5.0,Beyond Rangoon
406,406,3.5,Beyond Rangoon
304,304,3.0,Beyond Rangoon
212,212,4.0,Beyond Rangoon
178,178,2.5,Beyond Rangoon
30,30,5.0,Beyond Rangoon
23,23,3.0,Beyond Rangoon
165,165,2.5,Casper
313,313,0.5,Crimson Tide
547,547,4.0,Crumb
207,207,0.5,Crumb
564,564,3.0,Die Hard: With a Vengeance
545,545,5.0,Die Hard: With a Vengeance
156,156,4.5,Die Hard: With a Vengeance
648,648,4.0,Lord of Illusions
481,481,4.5,Lord of Illusions
427,427,4.0,Lord of Illusions
299,299,3.5,Lord of Illusions
283,283,3.5,Lord of Illusions
255,255,4.5,Lord of Illusions
23,23,4.0,Lord of Illusions
17,17,3.5,Lord of Illusions
581,581,0.5,The Net
564,564,4.0,The Net
452,452,3.0,The Net
358,358,2.0,The Net
659,659,4.0,Strange Days
547,547,3.5,Strange Days
537,537,4.0,Strange Days
536,536,4.0,Strange Days
533,533,3.0,Strange Days
510,510,3.0,Strange Days
509,509,5.0,Strange Days
496,496,5.0,Strange Days
460,460,4.5,Strange Days
452,452,3.0,Strange Days
434,434,5.0,Strange Days
311,311,1.5,Strange Days
265,265,5.0,Strange Days
195,195,3.0,Strange Days
121,121,5.0,Strange Days
117,117,4.0,Strange Days
30,30,4.0,Strange Days
19,19,3.0,Strange Days
652,652,4.0,Under Siege 2: Dark Territory
598,598,3.0,Under Siege 2: Dark Territory
569,569,4.0,Under Siege 2: Dark Territory
558,558,5.0,Under Siege 2: Dark Territory
547,547,1.0,Under Siege 2: Dark Territory
529,529,3.0,Under Siege 2: Dark Territory
468,468,2.0,Under Siege 2: Dark Territory
465,465,3.5,Under Siege 2: Dark Territory
452,452,3.0,Under Siege 2: Dark Territory
418,418,3.0,Under Siege 2: Dark Territory
412,412,2.0,Under Siege 2: Dark Territory
351,351,4.0,Under Siege 2: Dark Territory
311,311,4.0,Under Siege 2: Dark Territory
294,294,5.0,Under Siege 2: Dark Territory
242,242,5.0,Under Siege 2: Dark Territory
196,196,4.0,Under Siege 2: Dark Territory
190,190,4.0,Under Siege 2: Dark Territory
117,117,5.0,Under Siege 2: Dark Territory
15,15,3.0,Under Siege 2: Dark Territory
547,547,1.5,Bushwhacked
481,481,4.0,Bushwhacked
299,299,5.0,Bushwhacked
81,81,5.0,Bushwhacked
73,73,4.5,Bushwhacked
650,650,3.0,Before Sunrise
564,564,4.0,Before Sunrise
548,548,3.0,Before Sunrise
484,484,5.0,Before Sunrise
396,396,3.0,Before Sunrise
361,361,4.0,Before Sunrise
293,293,3.5,Before Sunrise
284,284,3.0,Before Sunrise
177,177,2.0,Before Sunrise
159,159,3.0,Before Sunrise
92,92,3.0,Before Sunrise
77,77,3.5,Before Sunrise
70,70,4.0,Before Sunrise
39,39,3.0,Before Sunrise
18,18,3.0,Before Sunrise
518,518,4.0,Clerks
664,664,3.5,Don Juan DeMarco
654,654,4.0,Don Juan DeMarco
648,648,2.5,Don Juan DeMarco
621,621,4.5,Don Juan DeMarco
597,597,4.0,Don Juan DeMarco
594,594,4.0,Don Juan DeMarco
580,580,4.0,Don Juan DeMarco
574,574,2.5,Don Juan DeMarco
562,562,4.5,Don Juan DeMarco
547,547,3.0,Don Juan DeMarco
521,521,3.0,Don Juan DeMarco
504,504,2.0,Don Juan DeMarco
468,468,2.5,Don Juan DeMarco
463,463,2.0,Don Juan DeMarco
461,461,2.0,Don Juan DeMarco
455,455,3.5,Don Juan DeMarco
452,452,3.0,Don Juan DeMarco
439,439,4.0,Don Juan DeMarco
422,422,2.0,Don Juan DeMarco
412,412,4.0,Don Juan DeMarco
408,408,5.0,Don Juan DeMarco
407,407,4.0,Don Juan DeMarco
388,388,3.0,Don Juan DeMarco
384,384,4.0,Don Juan DeMarco
380,380,3.0,Don Juan DeMarco
355,355,3.0,Don Juan DeMarco
321,321,2.0,Don Juan DeMarco
309,309,2.5,Don Juan DeMarco
290,290,5.0,Don Juan DeMarco
285,285,4.0,Don Juan DeMarco
276,276,2.0,Don Juan DeMarco
271,271,2.5,Don Juan DeMarco
197,197,5.0,Don Juan DeMarco
177,177,5.0,Don Juan DeMarco
150,150,3.0,Don Juan DeMarco
148,148,3.5,Don Juan DeMarco
130,130,1.5,Don Juan DeMarco
118,118,4.0,Don Juan DeMarco
101,101,3.0,Don Juan DeMarco
99,99,4.0,Don Juan DeMarco
95,95,4.0,Don Juan DeMarco
88,88,0.5,Don Juan DeMarco
73,73,3.5,Don Juan DeMarco
57,57,2.0,Don Juan DeMarco
22,22,3.0,Don Juan DeMarco
15,15,2.0,Don Juan DeMarco
6,6,3.0,Don Juan DeMarco
624,624,1.5,Disclosure
615,615,3.0,Disclosure
611,611,3.5,Disclosure
607,607,3.5,Disclosure
596,596,3.5,Disclosure
574,574,3.0,Disclosure
561,561,4.0,Disclosure
547,547,2.5,Disclosure
544,544,4.0,Disclosure
522,522,2.5,Disclosure
478,478,4.5,Disclosure
475,475,2.5,Disclosure
473,473,2.5,Disclosure
457,457,3.0,Disclosure
452,452,2.0,Disclosure
423,423,2.0,Disclosure
418,418,4.0,Disclosure
417,417,4.5,Disclosure
402,402,3.5,Disclosure
384,384,2.0,Disclosure
380,380,2.0,Disclosure
378,378,0.5,Disclosure
371,371,3.0,Disclosure
365,365,4.0,Disclosure
316,316,4.0,Disclosure
313,313,3.5,Disclosure
311,311,4.0,Disclosure
212,212,3.0,Disclosure
200,200,3.0,Disclosure
165,165,1.0,Disclosure
157,157,2.0,Disclosure
73,73,2.5,Disclosure
23,23,3.0,Disclosure
15,15,2.0,Disclosure
547,547,2.5,Drop Zone
367,367,3.0,Drop Zone
331,331,2.0,Drop Zone
111,111,2.5,Drop Zone
30,30,4.0,Drop Zone
510,510,1.0,Ed Wood
472,472,3.0,Ed Wood
408,408,3.0,Ed Wood
391,391,5.0,Ed Wood
344,344,3.0,Ed Wood
143,143,1.0,Ed Wood
105,105,3.5,Ed Wood
73,73,3.0,Ed Wood
19,19,3.0,Ed Wood
564,564,4.0,Heavenly Creatures
363,363,3.0,Heavenly Creatures
294,294,3.0,Heavenly Creatures
188,188,3.0,Heavenly Creatures
652,652,4.0,Interview with the Vampire
641,641,4.0,Interview with the Vampire
596,596,4.0,Interview with the Vampire
564,564,5.0,Interview with the Vampire
548,548,4.0,Interview with the Vampire
547,547,4.0,Interview with the Vampire
534,534,4.0,Interview with the Vampire
523,523,4.5,Interview with the Vampire
518,518,4.0,Interview with the Vampire
490,490,4.0,Interview with the Vampire
463,463,4.0,Interview with the Vampire
461,461,3.0,Interview with the Vampire
459,459,4.0,Interview with the Vampire
452,452,4.0,Interview with the Vampire
434,434,3.0,Interview with the Vampire
431,431,5.0,Interview with the Vampire
407,407,3.0,Interview with the Vampire
390,390,2.0,Interview with the Vampire
383,383,4.0,Interview with the Vampire
380,380,4.0,Interview with the Vampire
361,361,3.0,Interview with the Vampire
360,360,4.0,Interview with the Vampire
330,330,3.0,Interview with the Vampire
311,311,3.0,Interview with the Vampire
310,310,3.0,Interview with the Vampire
306,306,4.0,Interview with the Vampire
295,295,4.0,Interview with the Vampire
292,292,3.5,Interview with the Vampire
284,284,5.0,Interview with the Vampire
256,256,4.0,Interview with the Vampire
242,242,4.0,Interview with the Vampire
235,235,5.0,Interview with the Vampire
224,224,4.0,Interview with the Vampire
223,223,4.0,Interview with the Vampire
216,216,4.0,Interview with the Vampire
214,214,4.0,Interview with the Vampire
210,210,4.0,Interview with the Vampire
187,187,4.0,Interview with the Vampire
177,177,5.0,Interview with the Vampire
128,128,5.0,Interview with the Vampire
96,96,3.0,Interview with the Vampire
73,73,4.5,Interview with the Vampire
70,70,5.0,Interview with the Vampire
67,67,3.0,Interview with the Vampire
44,44,3.0,Interview with the Vampire
30,30,5.0,Interview with the Vampire
19,19,3.0,Interview with the Vampire
18,18,4.0,Interview with the Vampire
15,15,2.5,Interview with the Vampire
8,8,4.0,Interview with the Vampire
667,667,3.0,Star Wars
654,654,4.5,Star Wars
650,650,5.0,Star Wars
641,641,4.0,Star Wars
639,639,4.0,Star Wars
605,605,3.0,Star Wars
602,602,3.0,Star Wars
598,598,4.0,Star Wars
597,597,4.0,Star Wars
575,575,3.0,Star Wars
569,569,5.0,Star Wars
564,564,3.0,Star Wars
562,562,4.0,Star Wars
550,550,4.0,Star Wars
548,548,3.0,Star Wars
547,547,3.0,Star Wars
537,537,3.0,Star Wars
535,535,3.0,Star Wars
534,534,3.0,Star Wars
518,518,5.0,Star Wars
517,517,5.0,Star Wars
511,511,4.0,Star Wars
509,509,3.0,Star Wars
508,508,3.0,Star Wars
496,496,4.0,Star Wars
493,493,4.0,Star Wars
491,491,3.0,Star Wars
487,487,4.0,Star Wars
472,472,3.0,Star Wars
468,468,2.0,Star Wars
463,463,3.0,Star Wars
461,461,1.5,Star Wars
452,452,4.0,Star Wars
447,447,3.0,Star Wars
433,433,1.5,Star Wars
421,421,5.0,Star Wars
416,416,4.0,Star Wars
402,402,4.5,Star Wars
396,396,3.0,Star Wars
390,390,5.0,Star Wars
387,387,4.0,Star Wars
385,385,4.0,Star Wars
382,382,5.0,Star Wars
380,380,2.0,Star Wars
358,358,3.0,Star Wars
354,354,5.0,Star Wars
319,319,4.0,Star Wars
312,312,3.0,Star Wars
311,311,5.0,Star Wars
306,306,4.0,Star Wars
294,294,3.0,Star Wars
292,292,4.5,Star Wars
280,280,3.0,Star Wars
268,268,3.5,Star Wars
249,249,4.0,Star Wars
247,247,4.0,Star Wars
242,242,5.0,Star Wars
239,239,4.0,Star Wars
235,235,3.5,Star Wars
232,232,4.0,Star Wars
219,219,4.0,Star Wars
182,182,5.0,Star Wars
161,161,4.0,Star Wars
125,125,4.0,Star Wars
121,121,4.0,Star Wars
111,111,4.0,Star Wars
110,110,5.0,Star Wars
105,105,3.5,Star Wars
95,95,4.0,Star Wars
93,93,3.5,Star Wars
92,92,4.0,Star Wars
88,88,3.5,Star Wars
86,86,1.0,Star Wars
68,68,3.5,Star Wars
63,63,3.5,Star Wars
59,59,2.5,Star Wars
58,58,5.0,Star Wars
57,57,5.0,Star Wars
30,30,4.0,Star Wars
23,23,3.5,Star Wars
19,19,3.0,Star Wars
15,15,2.5,Star Wars
564,564,5.0,Frankenstein
510,510,2.0,Frankenstein
388,388,5.0,Frankenstein
73,73,4.0,Frankenstein
294,294,4.0,Milk Money
647,647,5.0,Nell
587,587,4.0,Nell
585,585,5.0,Nell
580,580,4.0,Nell
575,575,4.0,Nell
558,558,5.0,Nell
547,547,5.0,Nell
533,533,4.0,Nell
509,509,4.0,Nell
505,505,3.5,Nell
468,468,3.5,Nell
452,452,4.0,Nell
436,436,5.0,Nell
431,431,5.0,Nell
387,387,5.0,Nell
376,376,5.0,Nell
358,358,5.0,Nell
311,311,4.0,Nell
287,287,4.5,Nell
265,265,5.0,Nell
257,257,3.5,Nell
242,242,5.0,Nell
236,236,4.5,Nell
102,102,5.0,Nell
99,99,4.0,Nell
30,30,4.0,Nell
28,28,5.0,Nell
23,23,4.5,Nell
15,15,4.0,Nell
564,564,5.0,Natural Born Killers
536,536,5.0,Natural Born Killers
472,472,1.0,Natural Born Killers
396,396,3.0,Natural Born Killers
670,670,5.0,Once Were Warriors
666,666,3.0,Once Were Warriors
665,665,5.0,Once Were Warriors
662,662,5.0,Once Were Warriors
661,661,4.5,Once Were Warriors
659,659,4.0,Once Were Warriors
658,658,5.0,Once Were Warriors
654,654,5.0,Once Were Warriors
649,649,4.0,Once Were Warriors
647,647,5.0,Once Were Warriors
644,644,5.0,Once Were Warriors
635,635,2.0,Once Were Warriors
629,629,3.0,Once Were Warriors
627,627,4.0,Once Were Warriors
625,625,5.0,Once Were Warriors
623,623,4.5,Once Were Warriors
621,621,5.0,Once Were Warriors
617,617,5.0,Once Were Warriors
615,615,4.5,Once Were Warriors
614,614,3.0,Once Were Warriors
608,608,4.0,Once Were Warriors
603,603,5.0,Once Were Warriors
602,602,5.0,Once Were Warriors
598,598,4.0,Once Were Warriors
596,596,4.5,Once Were Warriors
594,594,5.0,Once Were Warriors
592,592,4.0,Once Were Warriors
590,590,4.0,Once Were Warriors
588,588,5.0,Once Were Warriors
587,587,5.0,Once Were Warriors
586,586,4.0,Once Were Warriors
585,585,5.0,Once Were Warriors
584,584,5.0,Once Were Warriors
580,580,4.0,Once Were Warriors
578,578,3.0,Once Were Warriors
573,573,5.0,Once Were Warriors
572,572,4.0,Once Were Warriors
570,570,2.5,Once Were Warriors
564,564,4.0,Once Were Warriors
563,563,3.0,Once Were Warriors
562,562,4.0,Once Were Warriors
561,561,4.0,Once Were Warriors
560,560,4.5,Once Were Warriors
559,559,5.0,Once Were Warriors
555,555,4.0,Once Were Warriors
554,554,5.0,Once Were Warriors
552,552,3.0,Once Were Warriors
550,550,5.0,Once Were Warriors
547,547,5.0,Once Were Warriors
544,544,4.5,Once Were Warriors
539,539,4.0,Once Were Warriors
537,537,5.0,Once Were Warriors
530,530,5.0,Once Were Warriors
529,529,5.0,Once Were Warriors
522,522,3.0,Once Were Warriors
521,521,4.5,Once Were Warriors
520,520,5.0,Once Were Warriors
519,519,2.0,Once Were Warriors
517,517,5.0,Once Were Warriors
516,516,5.0,Once Were Warriors
513,513,5.0,Once Were Warriors
510,510,2.0,Once Were Warriors
509,509,5.0,Once Were Warriors
508,508,5.0,Once Were Warriors
505,505,4.0,Once Were Warriors
503,503,4.0,Once Were Warriors
497,497,5.0,Once Were Warriors
495,495,5.0,Once Were Warriors
494,494,5.0,Once Were Warriors
487,487,5.0,Once Were Warriors
481,481,3.5,Once Were Warriors
472,472,3.0,Once Were Warriors
471,471,4.0,Once Were Warriors
466,466,5.0,Once Were Warriors
463,463,5.0,Once Were Warriors
461,461,4.0,Once Were Warriors
458,458,4.0,Once Were Warriors
452,452,4.0,Once Were Warriors
450,450,4.5,Once Were Warriors
442,442,4.5,Once Were Warriors
439,439,3.0,Once Were Warriors
438,438,4.5,Once Were Warriors
435,435,4.0,Once Were Warriors
434,434,4.0,Once Were Warriors
433,433,5.0,Once Were Warriors
431,431,4.5,Once Were Warriors
426,426,4.5,Once Were Warriors
425,425,5.0,Once Were Warriors
419,419,4.5,Once Were Warriors
411,411,5.0,Once Were Warriors
410,410,0.5,Once Were Warriors
407,407,4.0,Once Were Warriors
400,400,4.0,Once Were Warriors
394,394,0.5,Once Were Warriors
391,391,5.0,Once Were Warriors
388,388,5.0,Once Were Warriors
387,387,3.0,Once Were Warriors
386,386,5.0,Once Were Warriors
385,385,4.0,Once Were Warriors
384,384,3.0,Once Were Warriors
379,379,4.5,Once Were Warriors
378,378,4.0,Once Were Warriors
376,376,5.0,Once Were Warriors
373,373,4.0,Once Were Warriors
370,370,4.0,Once Were Warriors
369,369,5.0,Once Were Warriors
363,363,5.0,Once Were Warriors
359,359,4.0,Once Were Warriors
358,358,5.0,Once Were Warriors
355,355,4.0,Once Were Warriors
354,354,5.0,Once Were Warriors
347,347,4.5,Once Were Warriors
346,346,1.0,Once Were Warriors
345,345,4.5,Once Were Warriors
344,344,4.0,Once Were Warriors
342,342,5.0,Once Were Warriors
339,339,5.0,Once Were Warriors
338,338,5.0,Once Were Warriors
336,336,5.0,Once Were Warriors
333,333,5.0,Once Were Warriors
331,331,4.5,Once Were Warriors
330,330,5.0,Once Were Warriors
324,324,3.0,Once Were Warriors
323,323,4.5,Once Were Warriors
320,320,4.0,Once Were Warriors
313,313,5.0,Once Were Warriors
312,312,5.0,Once Were Warriors
